30,80,80,1,1,0,1
30,77,89,1,2,0,1
29,79,85,1,3,0,1
28,80,86,2,1,0,1
29,80,82,2,2,0,1
28,80,81,2,3,0,1
30,78,89,3,1,0,1
30,75,80,3,2,0,1
28,79,83,3,3,0,1
28,75,80,1,1,0,1
30,78,88,1,2,0,1
30,80,87,1,3,0,1
30,77,80,2,1,0,1
30,79,83,2,2,0,1
30,78,82,2,3,0,1
28,79,80,3,1,0,1
28,76,90,3,2,0,1
30,78,81,3,3,0,1
30,80,88,1,1,0,1
30,76,82,1,2,0,1
30,75,82,1,3,0,1
30,80,87,2,1,0,1
29,79,82,2,2,0,1
30,76,90,2,3,0,1
28,80,88,3,1,0,1
29,77,85,3,2,0,1
28,78,84,3,3,0,1
28,80,81,1,1,0,1
29,75,88,1,2,0,1
29,75,86,1,3,0,1
29,76,81,2,1,0,1
30,77,85,2,2,0,1
30,78,86,2,3,0,1
30,80,89,3,1,0,1
30,77,90,3,2,0,1
28,75,89,3,3,0,1
30,79,85,1,1,0,1
28,80,84,1,2,0,1
28,77,86,1,3,0,1
30,75,85,1,1,0,1
30,78,87,1,2,0,1
28,76,90,1,3,0,1
30,75,90,2,1,0,1
28,76,84,2,2,0,1
30,77,87,2,3,0,1
30,77,85,3,1,0,1
29,79,89,3,2,0,1
30,79,86,3,3,0,1
28,79,80,1,1,0,1
29,80,90,1,2,0,1
29,78,84,1,3,0,1
30,80,81,2,1,0,1
29,77,84,2,2,0,1
30,75,86,2,3,0,1
28,80,89,3,1,0,1
29,79,87,3,2,0,1
29,75,83,3,3,0,1
28,80,89,1,1,0,1
29,78,86,1,2,0,1
29,80,87,1,3,0,1
30,80,81,2,1,0,1
28,78,84,2,2,0,1
29,76,81,2,3,0,1
28,77,86,3,1,0,1
28,78,80,3,2,0,1
30,76,80,3,3,0,1
28,79,90,1,1,0,1
28,76,85,1,2,0,1
28,80,89,1,3,0,1
30,76,81,2,1,0,1
29,79,83,2,2,0,1
29,76,81,2,3,0,1
28,77,89,3,1,0,1
28,75,84,3,2,0,1
28,79,86,3,3,0,1
28,78,87,1,1,0,1
28,75,84,1,2,0,1
30,75,87,1,3,0,1
28,79,85,2,1,0,1
29,75,85,2,2,0,1
29,75,89,2,3,0,1
28,76,87,3,1,0,1
29,77,85,3,2,0,1
28,75,82,3,3,0,1
30,78,85,1,1,0,1
29,78,85,1,2,0,1
29,78,85,1,3,0,1
28,78,81,2,1,0,1
28,76,82,2,2,0,1
30,80,86,2,3,0,1
29,75,88,3,1,0,1
29,76,80,3,2,0,1
28,76,90,3,3,0,1
30,77,89,1,1,0,1
29,79,87,1,2,0,1
30,79,84,1,3,0,1
30,77,88,2,1,0,1
28,77,89,2,2,0,1
30,75,82,2,3,0,1
28,76,88,3,1,0,1
30,76,84,3,2,0,1
30,78,87,3,3,0,1
30,79,85,1,1,0,1
30,76,90,1,2,0,1
29,76,90,1,3,0,1
30,75,86,2,1,0,1
30,75,83,2,2,0,1
30,75,86,2,3,0,1
30,75,81,3,1,0,1
29,75,80,3,2,0,1
28,78,80,3,3,0,1
30,78,84,1,1,0,1
29,78,87,1,2,0,1
29,75,86,1,3,0,1
28,75,87,2,1,0,1
28,79,88,2,2,0,1
29,77,89,2,3,0,1
28,75,81,3,1,0,1
29,76,85,3,2,0,1
30,76,88,3,3,0,1
30,78,88,1,1,0,1
28,77,84,1,2,0,1
28,75,86,1,3,0,1
28,80,80,2,1,0,1
30,77,87,2,2,0,1
30,78,90,1,1,0,1
29,79,84,1,2,0,1
29,79,83,1,3,0,1
30,75,80,2,1,0,1
30,80,82,2,2,0,1
29,75,89,2,3,0,1
30,79,88,3,1,0,1
29,78,80,3,2,0,1
29,76,90,3,3,0,1
30,79,88,1,1,0,1
30,78,86,1,2,0,1
29,75,80,1,3,0,1
30,79,80,2,1,0,1
28,77,84,2,2,0,1
28,80,90,2,3,0,1
30,78,84,3,1,0,1
28,80,88,3,2,0,1
29,79,84,3,3,0,1
28,79,90,1,1,0,1
30,75,88,1,2,0,1
29,79,80,1,3,0,1
28,78,84,2,1,0,1
29,75,88,2,2,0,1
30,77,85,2,3,0,1
30,75,81,3,1,0,1
30,76,80,3,2,0,1
29,78,87,3,3,0,1
30,79,85,1,1,0,1
30,78,82,1,2,0,1
30,76,84,1,3,0,1
30,75,87,2,1,0,1
30,76,87,2,2,0,1
30,76,90,2,3,0,1
29,80,80,3,1,0,1
29,76,81,3,2,0,1
29,80,84,3,3,0,1
30,79,82,1,1,0,1
30,75,84,1,2,0,1
28,79,83,1,3,0,1
29,78,88,2,1,0,1
29,80,80,2,2,0,1
29,78,81,2,3,0,1
29,78,89,3,1,0,1
29,80,83,3,2,0,1
28,80,89,3,3,0,1
28,78,81,1,1,0,1
28,80,80,1,2,0,1
29,79,84,1,3,0,1
28,80,90,2,1,0,1
30,78,81,2,2,0,1
29,76,85,2,3,0,1
30,76,90,3,1,0,1
30,78,86,3,2,0,1
28,80,87,3,3,0,1
30,79,82,1,1,0,1
28,76,89,1,2,0,1
30,77,85,1,3,0,1
30,77,83,2,1,0,1
28,79,83,2,2,0,1
30,75,84,2,3,0,1
29,80,90,3,1,0,1
28,75,81,3,2,0,1
29,75,84,3,3,0,1
30,75,82,1,1,0,1
30,80,84,1,2,0,1
29,80,83,1,3,0,1
28,80,86,2,1,0,1
30,80,82,2,2,0,1
28,78,80,2,3,0,1
30,78,85,3,1,0,1
29,77,82,3,2,0,1
28,75,88,3,3,0,1
30,80,82,1,1,0,1
28,79,84,1,2,0,1
29,76,82,1,3,0,1
29,79,82,2,1,0,1
30,79,86,2,2,0,1
29,77,85,2,3,0,1
28,78,84,3,1,0,1
30,77,89,3,2,0,1
29,76,81,3,3,0,1
29,80,90,1,1,0,1
29,75,87,1,2,0,1
30,79,80,1,3,0,1
30,76,88,2,1,0,1
30,76,85,2,2,0,1
30,80,82,2,3,0,1
29,79,88,3,1,0,1
28,79,85,3,2,0,1
29,79,89,3,3,0,1
29,80,87,1,1,0,1
29,79,80,1,2,0,1
28,75,82,1,3,0,1
28,76,88,2,1,0,1
30,80,84,2,2,0,1
29,80,87,2,3,0,1
29,79,85,3,1,0,1
30,80,83,3,2,0,1
29,79,87,3,3,0,1
29,80,83,1,1,0,1
30,76,80,1,2,0,1
30,79,82,1,3,0,1
28,76,90,2,1,0,1
30,75,82,2,2,0,1
30,77,87,2,3,0,1
30,76,81,3,1,0,1
30,78,87,3,2,0,1
28,79,82,3,3,0,1
30,79,82,1,1,0,1
28,77,84,1,2,0,1
29,80,80,1,3,0,1
28,77,82,2,1,0,1
30,80,84,2,2,0,1
30,76,81,2,3,0,1
29,80,84,3,1,0,1
29,76,86,3,2,0,1
30,76,88,3,3,0,1
28,78,88,1,1,0,1
29,75,89,1,2,0,1
28,77,84,1,3,0,1
29,79,81,2,1,0,1
30,78,90,2,2,0,1
30,80,80,2,3,0,1
28,77,86,3,1,0,1
28,80,86,3,2,0,1
29,78,85,3,3,0,1
30,75,89,1,1,0,1
28,76,82,1,2,0,1
29,80,90,1,3,0,1
29,79,81,2,1,0,1
29,75,84,2,2,0,1
30,80,80,2,3,0,1
29,75,82,3,1,0,1
29,75,80,3,2,0,1
